Record Length,1024,Points,0.0,23.01029968,
Sample Interval,2.4414064E3,Hz,2.4414064E3,20.61030006,
Trigger Point,0.0,Samples,4.88281273E3,-3.78969979,
,,,7.32421910E3,-28.98970032,
,,,9.765625464E3,-34.98970032,
,,,12.2070318E3,-36.98970032,
Source,FFT,,14.6484382E3,-36.58969879,
Vertical Units,dB,,17.0898446E3,-35.78969955,
Vertical Scale,10.0000001,,19.5312509E3,-38.18970108,
Vertical Offset,-6.9897,,21.97265729E3,-41.78969955,
Horizontal Units,Hz,,24.41406366E3,-46.98970032,
Horizontal Scale,250.00001187E3,,26.85547003E3,-46.98970032,
Pt Fmt,Y,,29.29687639E3,-46.98970032,
Yzero,0.0,,31.73828276E3,-41.78969955,
,,,34.17968912E3,-43.78969955,
,,,36.62109549E3,-46.98970032,
Note,TBS 1072B-EDU - 8:59:51 PM   5/31/2020,,39.06250186E3,-43.78969955,
,,,41.50390822E3,-41.78969955,
,,,43.94531459E3,-40.58969879,
,,,46.38672095E3,-43.38970184,
,,,48.82812732E3,-41.78969955,
,,,51.26953369E3,-40.58969879,
,,,53.71094005E3,-40.58969879,
,,,56.152346417E3,-40.58969879,
,,,58.593752783E3,-40.58969879,
,,,61.035159149E3,-42.98970032,
,,,63.476565515E3,-42.98970032,
,,,65.917971881E3,-43.78969955,
,,,68.359378247E3,-38.18970108,
,,,70.800784613E3,-37.78969955,
,,,73.242190979E3,-43.78969955,
,,,75.683597345E3,-45.78969955,
,,,78.125003711E3,-46.98970032,
,,,80.566410077E3,-46.98970032,
,,,83.007816443E3,-46.98970032,
,,,85.449222809E3,-46.98970032,
,,,87.890629175E3,-46.98970032,
,,,90.332035541E3,-46.98970032,
,,,92.773441907E3,-46.98970032,
,,,95.214848272E3,-36.98970032,
,,,97.656254638E3,-26.18970108,
,,,100.0976610E3,-24.18969917,
,,,102.5390674E3,-30.58970070,
,,,104.9804737E3,-42.98970032,
,,,107.4218801E3,-46.98970032,
,,,109.8632865E3,-46.98970032,
,,,112.3046928E3,-43.78969955,
,,,114.7460992E3,-45.78969955,
,,,117.1875056E3,-46.98970032,
,,,119.6289119E3,-43.38970184,
,,,122.0703183E3,-40.58969879,
,,,124.5117247E3,-46.98970032,
,,,126.9531310E3,-43.78969955,
,,,129.3945374E3,-46.98970032,
,,,131.8359438E3,-46.98970032,
,,,134.2773501E3,-46.98970032,
,,,136.7187565E3,-46.98970032,
,,,139.1601629E3,-46.98970032,
,,,141.6015692E3,-46.98970032,
,,,144.0429756E3,-46.98970032,
,,,146.4843820E3,-46.98970032,
,,,148.92578832E3,-40.58969879,
,,,151.36719469E3,-38.98970032,
,,,153.80860106E3,-41.78969955,
,,,156.25000742E3,-43.38970184,
,,,158.69141379E3,-46.98970032,
,,,161.13282015E3,-45.78969955,
,,,163.57422652E3,-43.38970184,
,,,166.01563289E3,-43.78969955,
,,,168.45703925E3,-42.98970032,
,,,170.89844562E3,-46.98970032,
,,,173.33985198E3,-46.98970032,
,,,175.78125835E3,-46.98970032,
,,,178.22266472E3,-46.98970032,
,,,180.66407108E3,-42.98970032,
,,,183.10547745E3,-39.78969955,
,,,185.54688381E3,-38.98970032,
,,,187.98829018E3,-38.98970032,
,,,190.42969654E3,-46.98970032,
,,,192.87110291E3,-45.78969955,
,,,195.31250928E3,-46.98970032,
,,,197.75391564E3,-34.58969879,
,,,200.19532201E3,-31.38969994,
,,,202.63672837E3,-32.18970108,
,,,205.07813474E3,-41.78969955,
,,,207.51954111E3,-46.98970032,
,,,209.96094747E3,-46.98970032,
,,,212.40235384E3,-46.98970032,
,,,214.84376020E3,-43.38970184,
,,,217.28516657E3,-45.78969955,
,,,219.72657294E3,-46.98970032,
,,,222.16797930E3,-43.38970184,
,,,224.60938567E3,-46.98970032,
,,,227.05079203E3,-46.98970032,
,,,229.49219840E3,-46.98970032,
,,,231.93360477E3,-46.98970032,
,,,234.37501113E3,-46.98970032,
,,,236.81641750E3,-45.78969955,
,,,239.25782386E3,-42.98970032,
,,,241.69923023E3,-46.98970032,
,,,244.14063660E3,-46.98970032,
,,,246.58204296E3,-46.98970032,
,,,249.02344933E3,-43.38970184,
,,,251.46485569E3,-35.78969955,
,,,253.90626206E3,-35.38970184,
,,,256.34766843E3,-45.78969955,
,,,258.78907479E3,-46.98970032,
,,,261.23048116E3,-45.78969955,
,,,263.67188752E3,-46.98970032,
,,,266.11329389E3,-43.78969955,
,,,268.55470026E3,-45.78969955,
,,,270.99610662E3,-46.98970032,
,,,273.43751299E3,-46.98970032,
,,,275.87891935E3,-46.98970032,
,,,278.32032572E3,-40.98970032,
,,,280.76173209E3,-40.58969879,
,,,283.20313845E3,-45.78969955,
,,,285.64454482E3,-46.98970032,
,,,288.08595118E3,-45.78969955,
,,,290.52735755E3,-46.98970032,
,,,292.96876392E3,-46.98970032,
,,,295.41017028E3,-45.78969955,
,,,297.85157665E3,-46.98970032,
,,,300.29298301E3,-40.98970032,
,,,302.73438938E3,-38.98970032,
,,,305.17579575E3,-43.38970184,
,,,307.61720211E3,-46.98970032,
,,,310.05860848E3,-46.98970032,
,,,312.50001484E3,-43.38970184,
,,,314.94142121E3,-38.98970032,
,,,317.38282757E3,-46.98970032,
,,,319.82423394E3,-46.98970032,
,,,322.26564031E3,-43.78969955,
,,,324.70704667E3,-46.98970032,
,,,327.14845304E3,-42.98970032,
,,,329.58985940E3,-46.98970032,
,,,332.03126577E3,-43.38970184,
,,,334.47267214E3,-38.98970032,
,,,336.91407850E3,-45.78969955,
,,,339.35548487E3,-46.98970032,
,,,341.79689123E3,-46.98970032,
,,,344.23829760E3,-46.98970032,
,,,346.67970397E3,-45.78969955,
,,,349.12111033E3,-45.78969955,
,,,351.56251670E3,-40.98970032,
,,,354.00392306E3,-40.58969879,
,,,356.44532943E3,-45.78969955,
,,,358.88673580E3,-46.98970032,
,,,361.32814216E3,-46.98970032,
,,,363.76954853E3,-46.98970032,
,,,366.21095489E3,-46.98970032,
,,,368.65236126E3,-46.98970032,
,,,371.09376763E3,-46.98970032,
,,,373.53517399E3,-46.98970032,
,,,375.97658036E3,-46.98970032,
,,,378.41798672E3,-41.78969955,
,,,380.85939309E3,-41.78969955,
,,,383.30079946E3,-46.98970032,
,,,385.74220582E3,-46.98970032,
,,,388.18361219E3,-46.98970032,
,,,390.62501855E3,-46.98970032,
,,,393.06642492E3,-43.78969955,
,,,395.50783129E3,-46.98970032,
,,,397.94923765E3,-38.18970108,
,,,400.39064402E3,-35.78969955,
,,,402.83205038E3,-34.98970032,
,,,405.273456749E3,-33.38970184,
,,,407.714863115E3,-46.98970032,
,,,410.156269481E3,-37.78969955,
,,,412.597675847E3,-41.78969955,
,,,415.039082213E3,-46.98970032,
,,,417.480488579E3,-45.78969955,
,,,419.921894945E3,-42.98970032,
,,,422.363301311E3,-40.98970032,
,,,424.804707677E3,-40.58969879,
,,,427.246114043E3,-45.78969955,
,,,429.687520409E3,-46.98970032,
,,,432.128926775E3,-43.78969955,
,,,434.570333141E3,-46.98970032,
,,,437.011739507E3,-46.98970032,
,,,439.453145873E3,-43.38970184,
,,,441.894552239E3,-43.78969955,
,,,444.335958605E3,-45.78969955,
,,,446.777364971E3,-41.78969955,
,,,449.218771337E3,-41.78969955,
,,,451.660177703E3,-42.98970032,
,,,454.101584069E3,-37.38970184,
,,,456.542990435E3,-39.78969955,
,,,458.984396801E3,-46.98970032,
,,,461.425803167E3,-43.38970184,
,,,463.867209533E3,-42.98970032,
,,,466.308615898E3,-46.98970032,
,,,468.750022264E3,-46.98970032,
,,,471.191428630E3,-43.78969955,
,,,473.632834996E3,-42.98970032,
,,,476.074241362E3,-43.38970184,
,,,478.515647728E3,-43.78969955,
,,,480.957054094E3,-42.98970032,
,,,483.398460460E3,-43.78969955,
